DATA;hora;natureza_acidente;situacao;bairro;endereco;numero;detalhe_endereco_acidente;complemento;endereco_cruzamento;numero_cruzamento;referencia_cruzamento;bairro_cruzamento;num_semaforo;sentido_via;tipo;descricao;auto;moto;ciclom;ciclista;pedestre;onibus;caminhao;viatura;outros;vitimas;vitimasfatais;acidente_verificado;tempo_clima;situacao_semaforo;sinalizacao;condicao_via;conservacao_via;ponto_controle;situacao_placa;velocidade_max_via;mao_direcao;divisao_via1;divisao_via2;divisao_via3
2018-02-23;19:57:00;SEM VÍTIMA;CANCELADA;AFOGADOS;RUA SAO MIGUEL;1452;;PROX AO ARMAZEM CORAL DENTRO DO POSTO DE GASOLINA;RUA SAO MIGUEL;1452;PROX AO ARMAZEM CORAL DENTRO DO POSTO DE GASOLINA;AFOGADOS;;;COLISÃO;DOIS AUTO;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-02-23;21:47:00;SEM VÍTIMA;FINALIZADA;BAIRRO DO RECIFE;RUA MARIZ E BARROS;71;RUA CEL MOREIRA CESAR;POR TRAS DO POSTO BR CRUZAMENTO COM A RUA CORONEL MOREIRA CESAR;RUA MARIZ E BARROS;71;POR TRAS DO POSTO BR CRUZAMENTO COM A RUA CORONEL MOREIRA CESAR;BAIRRO DO RECIFE;;;COLISÃO;DOIS AUTO;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-02-23;23:16:00;SEM VÍTIMA;FINALIZADA;AREIAS;RUA DR VILAS BOAS;;AV DR JOSE RUFINO;CRUZAMENTO COM A JOSE RUFINO SEMAFORO 557;RUA DR VILAS BOAS;;CRUZAMENTO COM A JOSE RUFINO SEMAFORO 557;AREIAS;;;COLISÃO;DOIS AUTO;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-02-23;23:28:00;SEM VÍTIMA;FINALIZADA;MADALENA;RUA MONSENHOR JULIO MARIA;180;RUA NOBRE DE LACERDA;CRUZAMENTO COM A R NOBRE DE LACERDA / PROX AO HABIBS;RUA MONSENHOR JULIO MARIA;180;CRUZAMENTO COM A R NOBRE DE LACERDA / PROX AO HABIBS;MADALENA;;;COLISÃO;ENTRE 2 AUTOS. S/V;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-02-24;01:01:00;SEM VÍTIMA;FINALIZADA;CORDEIRO;AV CAMARAO;323;AV MARIO ALVARES PEREIRA DE LIRA;CRUZAMENTO COM A AVENIDA MARIO ALVARES PEREIRA DE LIRA;AV CAMARAO;323;CRUZAMENTO COM A AVENIDA MARIO ALVARES PEREIRA DE LIRA;CORDEIRO;;;COLISÃO;COLISÃO ENTRE DOIS AUTOS S/V;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-02-24;03:18:00;SEM VÍTIMA;FINALIZADA;SANTO AMARO;AV CRUZ CABUGA;;AV MARIO MELO;CRUZAMENTO COM AV MÁRIO MELO;AV CRUZ CABUGA;;CRUZAMENTO COM AV MÁRIO MELO;SANTO AMARO;;;COLISÃO;COLISÃO ENTRE DOIS AUTOS S/V;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-02-24;04:51:00;SEM VÍTIMA;FINALIZADA;VASCO DA GAMA;AV NORTE;;RUA VASCO DA GAMA;CRUZAMENTO COM A RUA VASCO DA GAMA, SENTIDO MACAXEIRA;AV NORTE;;CRUZAMENTO COM A RUA VASCO DA GAMA, SENTIDO MACAXEIRA;VASCO DA GAMA;;;COLISÃO;COLISÃO ENTRE AUTO E CAMINHÃO S/V;1;;;;;;1;;;0;;;;;;;;;;;;;;
2018-02-24;06:36:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;AV BOA VIAGEM;5072;;E/F AO EDF. ILHA DE TACIOS, SEMÁFORO 483;AV BOA VIAGEM;5072;E/F AO EDF. ILHA DE TACIOS, SEMÁFORO 483;BOA VIAGEM;;;COLISÃO;SEM VÍTIMAS;1;;;;;;1;;;0;;;;;;;;;;;;;;
2018-02-24;07:03:00;SEM VÍTIMA;FINALIZADA;TORRE;RUA ODETE MONTEIRO;;;NO SEMÁFORO 589;RUA ODETE MONTEIRO;;NO SEMÁFORO 589;TORRE;;;COLISÃO;COLISÃO SEM VÍTIMA;1;1;;;;;;;;0;;;;;;;;;;;;;;
2018-02-24;08:30:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA BARAO DE SOUZA LEAO;;;EM FRENTE AO BANCO DO BRASIL E AO MAR HOTEL;RUA BARAO DE SOUZA LEAO;;EM FRENTE AO BANCO DO BRASIL E AO MAR HOTEL;BOA VIAGEM;;;COLISÃO;TAXI E AUTO / CONDUTOR DO AUTO PASSEIO COM SINTOMAS DE EMBRIAGUEZ;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-02-24;09:11:00;COM VÍTIMA;FINALIZADA;MADALENA;RUA BENFICA;;;EM FRENTE AO EXTRA;RUA BENFICA;;EM FRENTE AO EXTRA;MADALENA;;;COLISÃO;COLISÃO AUTO E MOTO UMA VITIMA MASCULINA;1;1;;;;;;;;1;;;;;;;;;;;;;;
2018-02-24;09:32:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AV CONSELHEIRO AGUIAR;231;;EM FRENTE A ESCOLA DELMIRO GOUVEIA;AV CONSELHEIRO AGUIAR;231;EM FRENTE A ESCOLA DELMIRO GOUVEIA;BOA VIAGEM;;;CHOQUE;COM VITIMA - CBMP E PMPE NO LOCAL;;;;;;1;;;;1;;;;;;;;;;;;;;
2018-02-24;09:53:00;SEM VÍTIMA;FINALIZADA;ÁGUA FRIA;AV BEBERIBE;;;EM FRENTE AO MERCADO PUBLICO;AV BEBERIBE;;EM FRENTE AO MERCADO PUBLICO;ÁGUA FRIA;;;COLISÃO;COL.S/V,SET.CD;1;;;;;;1;;;0;;;;;;;;;;;;;;
2018-02-24;10:10:00;;CANCELADA;BOA VIAGEM;AV BOA VIAGEM;;;NO SEMAFORO Nº004;AV BOA VIAGEM;;NO SEMAFORO Nº004;BOA VIAGEM;;;COLISÃO;COL.S/V;1;;;;;1;;;;0;;;;;;;;;;;;;;
2018-02-24;10:13:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;AV BOA VIAGEM;4988;AV ARMINDO MOURA;E/F A PRAÇA DE BOA VIAGEM, SEMÁFORO 084 DE ESQUINA COM O EDF. MARIA ANGELA LUCENA;AV BOA VIAGEM;4988;E/F A PRAÇA DE BOA VIAGEM, SEMÁFORO 084 DE ESQUINA COM O EDF. MARIA ANGELA LUCENA;BOA VIAGEM;;;COLISÃO;SEM VÍTIMAS;;;;;;;;;;0;;;;;;;;;;;;;;
2018-02-24;10:33:00;SEM VÍTIMA;FINALIZADA;ARRUDA;AV PROFESSOR JOSE DOS ANJOS;;;APÓS O SEMÁFORO 554/ SENTIDO SITIO NOVO;AV PROFESSOR JOSE DOS ANJOS;;APÓS O SEMÁFORO 554/ SENTIDO SITIO NOVO;ARRUDA;;;COLISÃO;COLISÃO SEM VÍTIMA;1;;;;;;1;;;0;;;;;;;;;;;;;;
2018-02-24;11:08:00;SEM VÍTIMA;FINALIZADA;BONGI;AV ENGENHEIRO ABDIAS DE CARVALHO;;;LADO OPOSTO A CHESF/ NO SEMÁFORO 422/ SENTIDO BR;AV ENGENHEIRO ABDIAS DE CARVALHO;;LADO OPOSTO A CHESF/ NO SEMÁFORO 422/ SENTIDO BR;BONGI;;;COLISÃO;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-02-24;11:37:00;SEM VÍTIMA;FINALIZADA;LINHA DO TIRO;RUA URIEL DE HOLANDA;715;;EM FRENTE A MP MOTOS;RUA URIEL DE HOLANDA;715;EM FRENTE A MP MOTOS;LINHA DO TIRO;;;COLISÃO;COLISÃO SEM VÍTIMA;1;1;;;;;;;;0;;;;;;;;;;;;;;
2018-02-24;11:48:00;SEM VÍTIMA;FINALIZADA;CASA AMARELA;RUA BUGARI;;AV NORTE;AO LADO DA UPINHA/ CRUZAMENTO COM A AV NORTE;RUA BUGARI;;AO LADO DA UPINHA/ CRUZAMENTO COM A AV NORTE;CASA AMARELA;;;COLISÃO;COLISÃO SEM VÍTIMA;1;1;;;;;;;;0;;;;;;;;;;;;;;
2018-02-24;11:57:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA MAJOR ARMANDO DE SOUZA MELLO;407;;EM FRENTE AO EXTRA BOM;RUA MAJOR ARMANDO DE SOUZA MELLO;407;EM FRENTE AO EXTRA BOM;BOA VIAGEM;;;COLISÃO;COLISÃO SEM VÍTIMA;1;;;;;;1;;;0;;;;;;;;;;;;;;
2018-02-24;12:02:00;SEM VÍTIMA;CANCELADA;PARNAMIRIM;RUA JOAO TUDE DE MELO;;;AO LADO DO GUAIAMUM GIGANTE;RUA JOAO TUDE DE MELO;;AO LADO DO GUAIAMUM GIGANTE;PARNAMIRIM;;;COLISÃO;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-02-24;12:10:00;SEM VÍTIMA;FINALIZADA;MADALENA;RUA JOSE OSORIO;124;;EM FRENTE DUNLOPE PNEUS;RUA JOSE OSORIO;124;EM FRENTE DUNLOPE PNEUS;MADALENA;;;COLISÃO;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-02-24;13:18:00;SEM VÍTIMA;CANCELADA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;;NA SAIDA DA AV RECIFE E/F A TOYOLEX S/T AEROPORTO;AV MARECHAL MASCARENHAS DE MORAES;;NA SAIDA DA AV RECIFE E/F A TOYOLEX S/T AEROPORTO;IMBIRIBEIRA;;;COLISÃO;COLISAO DE AUTO E MOTO S/V;1;1;;;;;;;;0;;;;;;;;;;;;;;
2018-02-24;14:00:00;SEM VÍTIMA;FINALIZADA;PINA;AV ANTONIO DE GOES;;;E/F A POLICIA FEDERAL S/T CID;AV ANTONIO DE GOES;;E/F A POLICIA FEDERAL S/T CID;PINA;;;COLISÃO;COLISAO DE DOIS AUTOS S/V;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-02-24;14:32:00;SEM VÍTIMA;FINALIZADA;IMBIRIBEIRA;RUA CORONEL FABRICIANO;;;PRIMEIRA RUA A DIREITA APOS A UPA DA IMBIRIBEIRA, SENTIDO CENTRO, EM FRENTE AO ATACADO DOS PRESENTES;RUA CORONEL FABRICIANO;;PRIMEIRA RUA A DIREITA APOS A UPA DA IMBIRIBEIRA, SENTIDO CENTRO, EM FRENTE AO ATACADO DOS PRESENTES;IMBIRIBEIRA;;;COLISÃO;DOIS AUTOS S/V;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-02-24;14:49:00;SEM VÍTIMA;FINALIZADA;CASA FORTE;AV DEZESSETE DE AGOSTO;675;;EM FRENTE A BIG BEN;AV DEZESSETE DE AGOSTO;675;EM FRENTE A BIG BEN;CASA FORTE;;;COLISÃO;COLISÃO SEM VÍTIMA;1;;;;;1;;;;0;;;;;;;;;;;;;;
2018-02-24;14:56:00;SEM VÍTIMA;FINALIZADA;MACAXEIRA;AV NORTE;;;NO FINAL DA AVENIDA NORTE, PRÓXIMO A ROTATÓRIA DO RETORNO.;AV NORTE;;NO FINAL DA AVENIDA NORTE, PRÓXIMO A ROTATÓRIA DO RETORNO.;MACAXEIRA;;;COLISÃO;ÔNIBUS E CAMINHÃO, SEM VÍTIMAS;;;;;;1;1;;;0;;;;;;;;;;;;;;
2018-02-24;15:45:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA DEZ DE JULHO;;;PROX. A ESTAÇAO AEROPORTO;RUA DEZ DE JULHO;;PROX. A ESTAÇAO AEROPORTO;BOA VIAGEM;;;COLISÃO;DOIS AUTOS S/V;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-02-24;15:51:00;SEM VÍTIMA;FINALIZADA;TEJIPIÓ;AV DR JOSE RUFINO;452;;EM FRENTE A ARTE MOVEIS/ SENTIDO JABOATÃO SEMAFORO 285;AV DR JOSE RUFINO;452;EM FRENTE A ARTE MOVEIS/ SENTIDO JABOATÃO SEMAFORO 285;TEJIPIÓ;;;COLISÃO;COLISÃO SEM VÍTIMA;1;1;;;;;;;;0;;;;;;;;;;;;;;
2018-02-24;17:02:00;COM VÍTIMA;FINALIZADA;IPUTINGA;RUA MAURICIO DE NASSAU;261;;AO LADO DA PADARIA E PASTELARIA ATLANTICA, SENTIDO TORRE/BR;RUA MAURICIO DE NASSAU;261;AO LADO DA PADARIA E PASTELARIA ATLANTICA, SENTIDO TORRE/BR;IPUTINGA;;;COLISÃO;AUTO E MOTO C/V;1;1;;;;;;;;2;;;;;;;;;;;;;;
2018-02-24;17:13:00;SEM VÍTIMA;FINALIZADA;SÃO JOSÉ;RUA IMPERIAL;1001;;PROX DA SEDE DO GALO E/F DA PRODEPE NO SEMAFORO 510;RUA IMPERIAL;1001;PROX DA SEDE DO GALO E/F DA PRODEPE NO SEMAFORO 510;SÃO JOSÉ;;;COLISÃO;COLISAO DE DOIS AUTOS S/V;;;;;;;;;;0;;;;;;;;;;;;;;
2018-02-24;19:34:00;COM VÍTIMA;FINALIZADA;ARRUDA;RUA DAS MOCAS;;RUA DA REGENERACAO;CRUZAMENTO COM A RUA DA REGENERAÇAO DEPOIS DO CAMPO DE SANTA CRUZ SEMAFORO 427;RUA DAS MOCAS;;CRUZAMENTO COM A RUA DA REGENERAÇAO DEPOIS DO CAMPO DE SANTA CRUZ SEMAFORO 427;ARRUDA;;;COLISÃO;AUTO E MOTO;1;1;;;;;;;;1;;;;;;;;;;;;;;
2018-02-24;22:49:00;SEM VÍTIMA;CANCELADA;CORDEIRO;RUA AUREO XAVIER;364;;PROX AO RESTAURANTE O PESCADOR;RUA AUREO XAVIER;364;PROX AO RESTAURANTE O PESCADOR;CORDEIRO;;;COLISÃO;DOIS AUTO OBS:: SUSPEITA DE EMBRIAGUEZ;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-02-24;22:58:00;COM VÍTIMA;FINALIZADA;CAMPO GRANDE;RUA ODORICO MENDES;;;AO LADO DO IC E DECIMO TERCEIRO;RUA ODORICO MENDES;;AO LADO DO IC E DECIMO TERCEIRO;CAMPO GRANDE;;;COLISÃO;AUTO E MOTO;1;1;;;;;;;;2;;;;;;;;;;;;;;
2018-02-24;23:37:00;SEM VÍTIMA;FINALIZADA;TAMARINEIRA;AV PROFESSOR JOSE DOS ANJOS;1561;;PROX AO SESC DE CASA AMARELA CONJUNTO RESIDENCIAL NORTE;AV PROFESSOR JOSE DOS ANJOS;1561;PROX AO SESC DE CASA AMARELA CONJUNTO RESIDENCIAL NORTE;TAMARINEIRA;;;COLISÃO;MICRO-ONIBUS X AUTO OBS :: VEICULO NO MEIO DA VIA ( RODA TRAVADA );1;;;;;1;;;;0;;;;;;;;;;;;;;
2018-02-24;23:45:00;COM VÍTIMA;FINALIZADA;TAMARINEIRA;AV PROFESSOR JOSE DOS ANJOS;;RUA PETRONILA BOTELHO;CRUZAMENTO COM A PETRONILA BOTELHO SEMAFORO 554;AV PROFESSOR JOSE DOS ANJOS;;CRUZAMENTO COM A PETRONILA BOTELHO SEMAFORO 554;TAMARINEIRA;;;COLISÃO;MOTO X AUTO;1;1;;;;;;;;1;;;;;;;;;;;;;;
2018-02-25;00:17:00;COM VÍTIMA;FINALIZADA;IPSEP;AV RECIFE;;;PRÓXIMO A CONCESSIONÁRIA HONDA // PRÓXIMO A ENTRADA DO IBURA;AV RECIFE;;PRÓXIMO A CONCESSIONÁRIA HONDA // PRÓXIMO A ENTRADA DO IBURA;IPSEP;;;COLISÃO;COLISÃO ENTRE AUTO E MOTO COM VÍTIMA;1;1;;;;;;;;1;;;;;;;;;;;;;;
2018-02-25;06:14:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA FELIX DE BRITO E MELO;;;SEMAFORO 544 / SEQ DO BOMPREÇO;RUA FELIX DE BRITO E MELO;;SEMAFORO 544 / SEQ DO BOMPREÇO;BOA VIAGEM;;;COLISÃO;DOIS AUTOS S/V;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-02-25;06:20:00;SEM VÍTIMA;FINALIZADA;BOA VISTA;RUA JOSE DE ALENCAR;137;AV BARAO DE SÃO BORJA;COM A BARAO DE SAO BORJA;RUA JOSE DE ALENCAR;137;COM A BARAO DE SAO BORJA;BOA VISTA;;;COLISÃO;EM FRENTE DO HOTEL BOA VISTA;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-02-25;06:42:00;SEM VÍTIMA;FINALIZADA;MADALENA;AV ENGENHEIRO ABDIAS DE CARVALHO;758;;E/F AO POSTO DISLUB, SENTIDO CIDADE. SEMÁFORO 057;AV ENGENHEIRO ABDIAS DE CARVALHO;758;E/F AO POSTO DISLUB, SENTIDO CIDADE. SEMÁFORO 057;MADALENA;;;COLISÃO;SEM VÍTIMAS.;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-02-25;07:37:00;SEM VÍTIMA;FINALIZADA;JOANA BEZERRA;AV MARTIN LUTHER KING;;;EM FRENTE DA ACADEMIA DA CIDADE;AV MARTIN LUTHER KING;;EM FRENTE DA ACADEMIA DA CIDADE;JOANA BEZERRA;;;COLISÃO;DOIS ONIBUS E UM AUTO PASSEIO;1;;;;;2;;;;0;;;;;;;;;;;;;;
2018-02-25;09:23:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA DOM JOSE LOPES;700;;E/F A ESCAPE AUT;RUA DOM JOSE LOPES;700;E/F A ESCAPE AUT;BOA VIAGEM;;;COLISÃO;SEM VÍTIMAS.;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-02-25;10:33:00;SEM VÍTIMA;FINALIZADA;SANTO AMARO;AV CRUZ CABUGA;X;;PRÇA GENERAL ABREU E LIMA;AV CRUZ CABUGA;X;PRÇA GENERAL ABREU E LIMA;SANTO AMARO;;;CHOQUE;XXX;;;;;;;;;;0;;;;;;;;;;;;;;
2018-02-25;14:10:00;SEM VÍTIMA;FINALIZADA;VÁRZEA;RUA GENERAL POLIDORO;;AV PROFESSOR ARTUR DE SA;POSTO BR;RUA GENERAL POLIDORO;;POSTO BR;VÁRZEA;;;COLISÃO;COLISÃO SEM VITIMA;;;;;;;;;;0;;;;;;;;;;;;;;
2018-02-25;14:48:00;COM VÍTIMA;FINALIZADA;SANTO AMARO;AV JOAO DE BARROS;;;ANTES DO CORPO DE BOMBEIROS, PROX. DO POSTO IPIRANGA;AV JOAO DE BARROS;;ANTES DO CORPO DE BOMBEIROS, PROX. DO POSTO IPIRANGA;SANTO AMARO;;;COLISÃO;MOTO E AUTO C/V;1;1;;;;;;;;1;;;;;;;;;;;;;;
2018-02-25;16:19:00;SEM VÍTIMA;FINALIZADA;JIQUIÁ;RUA JOAO TEIXEIRA;;RUA JORGE ABRANTES;COM A JORGE ABRANTES;RUA JOAO TEIXEIRA;;COM A JORGE ABRANTES;JIQUIÁ;;;COLISÃO;COLISÃO SEM VITIMA;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-02-25;16:22:00;SEM VÍTIMA;FINALIZADA;IBURA;LAD DA COHAB;;;EM FRENTE A ACADEMIA DA CIDADE, UR1;LAD DA COHAB;;EM FRENTE A ACADEMIA DA CIDADE, UR1;IBURA;;;COLISÃO;AUTO E MOTO S/V;1;1;;;;;;;;0;;;;;;;;;;;;;;
2018-02-25;17:46:00;SEM VÍTIMA;FINALIZADA;CASA AMARELA;RUA CONS NABUCO;639;;AO LADO DA ESCOLA DOM VITAL;RUA CONS NABUCO;639;AO LADO DA ESCOLA DOM VITAL;CASA AMARELA;;;COLISÃO;COLISÃO SEM VÍTIMA;1;;;;;1;;;;0;;;;;;;;;;;;;;
2018-02-25;20:22:00;SEM VÍTIMA;FINALIZADA;JARDIM SÃO PAULO;AV RECIFE;;;AO LADO DA PADARIA RECIPÃO - SENTIDO BR101;AV RECIFE;;AO LADO DA PADARIA RECIPÃO - SENTIDO BR101;JARDIM SÃO PAULO;;;COLISÃO;COLISÃO - 2 AUTOS S/VITIMA;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-02-25;21:21:00;SEM VÍTIMA;FINALIZADA;MADALENA;RUA PADRE ANCHIETA;414;RUA JOSE BONIFACIO;CRUZAMENTO COM A RUA JOSÉ BONIFACIO;RUA PADRE ANCHIETA;414;CRUZAMENTO COM A RUA JOSÉ BONIFACIO;MADALENA;;;COLISÃO;COLISÃO ENTRE DOIS ÔNIBUS S/V;;;;;;2;;;;0;;;;;;;;;;;;;;
2018-02-25;21:22:00;SEM VÍTIMA;FINALIZADA;MADALENA;AV CAXANGA;4302;;EM FRENTE A CONCESSIONARIA CHEVROLET E FACIPE;AV CAXANGA;4302;EM FRENTE A CONCESSIONARIA CHEVROLET E FACIPE;MADALENA;;;COLISÃO;CAMINHÃO E AUTO;1;;;;;;1;;;0;;;;;;;;;;;;;;
2018-02-25;23:34:00;COM VÍTIMA;FINALIZADA;IMBIRIBEIRA;RUA ARQUITETO LUIZ NUNES;;RUA JEAN EMILE FAVRE;CRUZAMENTO COM A RUA JEAN EMILE FAVRE;RUA ARQUITETO LUIZ NUNES;;CRUZAMENTO COM A RUA JEAN EMILE FAVRE;IMBIRIBEIRA;;;COLISÃO;COLISÃO ENTRE DOIS AUTOS S/V;2;;;;;;;;;1;;;;;;;;;;;;;;
2018-02-25;23:34:00;SEM VÍTIMA;FINALIZADA;JAQUEIRA;RUA SIMAO MENDES;143;;PROX. AO PARQUE DA JAQUEIRA;RUA SIMAO MENDES;143;PROX. AO PARQUE DA JAQUEIRA;JAQUEIRA;;;COLISÃO;TRES AUTOS;3;;;;;;;;;0;;;;;;;;;;;;;;
2018-02-26;03:39:00;SEM VÍTIMA;FINALIZADA;AFOGADOS;RUA SAO MIGUEL;350;;PROX. AO BANCO DO BRASIL;RUA SAO MIGUEL;350;PROX. AO BANCO DO BRASIL;AFOGADOS;;;COLISÃO;DOIS AUTOS;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-02-26;06:43:00;SEM VÍTIMA;CANCELADA;GRAÇAS;RUA ALBERTO PAIVA;;;AO LADO DA PEDRAGON;RUA ALBERTO PAIVA;;AO LADO DA PEDRAGON;GRAÇAS;;;COLISÃO;SEM VITIMAS;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-02-26;07:03:00;SEM VÍTIMA;FINALIZADA;JARDIM SÃO PAULO;RUA LEANDRO BARRETO;;;LATERAL DO POSTO DE GASOLINA LA ROCK / SENT CIDADE;RUA LEANDRO BARRETO;;LATERAL DO POSTO DE GASOLINA LA ROCK / SENT CIDADE;JARDIM SÃO PAULO;;;COLISÃO;DOIS AUTOS;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-02-26;08:03:00;SEM VÍTIMA;CANCELADA;TAMARINEIRA;RUA SILVEIRA LIRA;15;;ESQ DO RESTAURANTE AROMA E SABOR;RUA SILVEIRA LIRA;15;ESQ DO RESTAURANTE AROMA E SABOR;TAMARINEIRA;;;COLISÃO;DOIS AUTOS;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-02-26;08:44:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;AV CONSELHEIRO AGUIAR;;RUA FELIX DE BRITO E MELO;COM A FELIX DE BRITO / SEM 546;AV CONSELHEIRO AGUIAR;;COM A FELIX DE BRITO / SEM 546;BOA VIAGEM;;;COLISÃO;DOIS AUTOS;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-02-26;08:50:00;SEM VÍTIMA;FINALIZADA;JAQUEIRA;RUA MUNIZ TAVARES;25;;EM FRENTE AO EDF PRINCIPE DE CASTELA;RUA MUNIZ TAVARES;25;EM FRENTE AO EDF PRINCIPE DE CASTELA;JAQUEIRA;;;COLISÃO;DOIS AUTOS;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-02-26;09:01:00;SEM VÍTIMA;FINALIZADA;ESPINHEIRO;AV GOVERNADOR AGAMENON MAGALHAES;;;SEMAFORO 078 / AO LADO DO BANCO SANTANDER;AV GOVERNADOR AGAMENON MAGALHAES;;SEMAFORO 078 / AO LADO DO BANCO SANTANDER;ESPINHEIRO;;;COLISÃO;DOIS AUTOS;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-02-26;09:14:00;SEM VÍTIMA;FINALIZADA;DERBY;AV GOVERNADOR AGAMENON MAGALHAES;;;EM FRENTE DO DERBY/SENT/PINA;AV GOVERNADOR AGAMENON MAGALHAES;;EM FRENTE DO DERBY/SENT/PINA;DERBY;;;COLISÃO;SEM VITIMAS,CTTU NO LOCAL AGENTE;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-02-26;09:19:00;SEM VÍTIMA;FINALIZADA;IPSEP;RUA JEAN EMILE FAVRE;;AV RECIFE;CRUZAMENTO COM A AV RECIFE ,SEMAFORO 130;RUA JEAN EMILE FAVRE;;CRUZAMENTO COM A AV RECIFE ,SEMAFORO 130;IPSEP;;;COLISÃO;SEM VITIMAS.BATEDOR VT30 DA CTTU;1;;;;;;1;;;0;;;;;;;;;;;;;;
2018-02-26;09:42:00;SEM VÍTIMA;FINALIZADA;ENCRUZILHADA;AV NORTE;2530;;SENTIDO CASA AMARELA. E/F A JACAUNA;AV NORTE;2530;SENTIDO CASA AMARELA. E/F A JACAUNA;ENCRUZILHADA;;;COLISÃO;SEM VÍTIMAS. HÁ UMA GESTANTE NO LOCAL.;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-02-26;09:58:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA PROFESSOR JOAO MEDEIROS;361;;E/F AO SUPERMERCADO EXTRA BOM, SENTIDO PINA;RUA PROFESSOR JOAO MEDEIROS;361;E/F AO SUPERMERCADO EXTRA BOM, SENTIDO PINA;BOA VIAGEM;;;COLISÃO;SEM VÍTIMAS;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-02-26;10:19:00;SEM VÍTIMA;FINALIZADA;BOA VISTA;RUA BARAO DE SAO BORJA;;RUA JOSE DE ALENCAR;COM A JOSE DE ALENCAR / ESQ COM O HOTEL BOA VISTA;RUA BARAO DE SAO BORJA;;COM A JOSE DE ALENCAR / ESQ COM O HOTEL BOA VISTA;BOA VISTA;;;COLISÃO;DOIS AUTOS;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-02-26;10:23:00;SEM VÍTIMA;FINALIZADA;MADALENA;RUA CARLOS GOMES;;;SEMAFORO 257 / PROX A CELPE / SENT DERBY/ AO LADO DO TUNEL DA ABOLIÇAO;RUA CARLOS GOMES;;SEMAFORO 257 / PROX A CELPE / SENT DERBY/ AO LADO DO TUNEL DA ABOLIÇAO;MADALENA;;;COLISÃO;DOIS AUTOS;2;;;;;;;;;0;;;;;;;;;;;;;;
2018-02-26;10:41:00;SEM VÍTIMA;FINALIZADA;IBURA;RUA FERNANDO TOMAZ DA SILVA;25;;EM FRENTE AO SEMAFORO 323,E A IGREJA CATOLICA;RUA FERNANDO TOMAZ DA SILVA;25;EM FRENTE AO SEMAFORO 323,E A IGREJA CATOLICA;IBURA;;;COLISÃO;SEM VITIMAS;1;;;;;;1;;;0;;;;;;;;;;;;;;
2018-02-26;10:48:00;SEM VÍTIMA;FINALIZADA;IBURA;RUA RIO CANINDE;155;;EM FRENTE A ULTRA GAS;RUA RIO CANINDE;155;EM FRENTE A ULTRA GAS;IBURA;;;COLISÃO;SEM VITIMAS;;1;;;;;1;;;0;;;;;;;;;;;;;;
